"targetName","comparatorName","outcomeName","db","logRr","seLogRr","rr","ci95lb","ci95ub"
"venlafaxine","Doxepin","Open-angle glaucoma","CCAE",0.896756100480636,1.28021595007788,2.45163733288424,0.214554604030905,32.4325743984987
"venlafaxine","Paroxetine","Open-angle glaucoma","CCAE",-0.304136480844633,0.922034438395957,0.737760169448079,0.121081576836418,4.49523439241109
"Escitalopram","Trazodone","Open-angle glaucoma","CCAE",0.050777535569541,0.374001965562377,1.05208881490811,0.506299821252205,2.19335977538996
"Mirtazapine","Amitriptyline","Open-angle glaucoma","CCAE",1.24716077679266,0.790667249425037,3.48044714958679,0.748755853505336,16.6101898492638
"Sertraline","Trazodone","Open-angle glaucoma","CCAE",0.0506075627668336,0.423736953577249,1.0519100036205,0.461053470919526,2.42729406192912
"Psychotherapy","Citalopram","Open-angle glaucoma","CCAE",-0.539705663755204,0.433420547297979,0.582919801551587,0.24264879943961,1.32688909335129
"Psychotherapy","Desvenlafaxine","Open-angle glaucoma","CCAE",-0.317742518433813,0.717312003564695,0.727790156841042,0.178935343116052,2.97748991536343
"Desvenlafaxine","Fluoxetine","Open-angle glaucoma","CCAE",0.437309931796623,0.683316902268899,1.54853594321663,0.409341398469046,5.9616499553585
"venlafaxine","Nortriptyline","Open-angle glaucoma","CCAE",-0.303531010830289,0.724116662210394,0.738206996364956,0.181640078047227,3.1042030445042
"Trazodone","Desvenlafaxine","Open-angle glaucoma","CCAE",-1.0614351736974,0.654864204120847,0.345958942694723,0.0962422955203421,1.25374384890275
"Desvenlafaxine","vilazodone","Open-angle glaucoma","CCAE",-0.335224905819389,1.03073774411854,0.715177220744593,0.0939737096186106,5.34241336141205
"Sertraline","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Doxepin","Psychotherapy","Open-angle glaucoma","CCAE",-0.194865924150334,1.67524537657312,0.822944987708037,0.031599282302566,22.4708819628433
"duloxetine","Paroxetine","Open-angle glaucoma","CCAE",-0.326797064356503,0.830636252964484,0.721230091469169,0.141590780767995,3.67377620849235
"Citalopram","Bupropion","Open-angle glaucoma","CCAE",-0.0984499708316623,0.363616063275979,0.906241029965209,0.445778530122165,1.85413032181818
"Electroconvulsive therapy","duloxetine","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Escitalopram","venlafaxine","Open-angle glaucoma","CCAE",0.283256542032237,0.310592173185414,1.32744566374702,0.725876268913954,2.45253758979087
"Trazodone","Nortriptyline","Open-angle glaucoma","CCAE",-0.171128410922613,0.713583258748726,0.842713352924271,0.210154035624115,3.44622855304003
"Escitalopram","Citalopram","Open-angle glaucoma","CCAE",0.177811737870236,0.366591447775774,1.19460040204768,0.586758944365666,2.46914236304957
"Sertraline","venlafaxine","Open-angle glaucoma","CCAE",0.0963370643242592,0.321045973270195,1.101130153141,0.588937167266282,2.07309220606511
"vilazodone","Sertraline","Open-angle glaucoma","CCAE",0.0815159732349717,0.761948459708833,1.08493054729615,0.244931828229157,4.85499328643427
"Trazodone","Amitriptyline","Open-angle glaucoma","CCAE",0.46390982030593,0.59262654131674,1.59027955304989,0.502731296344108,5.131273637618
"Citalopram","Paroxetine","Open-angle glaucoma","CCAE",0.20917606226347,0.85488081608359,1.23266200468904,0.230764043243238,6.58445569109011
"Doxepin","Fluoxetine","Open-angle glaucoma","CCAE",-0.641787965944496,1.27224490544554,0.526350485474045,0.0453923439227168,6.65053008922735
"Paroxetine","Nortriptyline","Open-angle glaucoma","CCAE",-0.747834211456023,1.3142923196571,0.47339070746045,0.0368999632601183,6.37501535566994
"Mirtazapine","Escitalopram","Open-angle glaucoma","CCAE",0.0400526302412716,0.452709227166178,1.04086555375607,0.436546606417226,2.5746855883094
"Escitalopram","Psychotherapy","Open-angle glaucoma","CCAE",0.863980217683862,0.321359903600542,2.37258533130111,1.28949977423447,4.54470148463442
"Desvenlafaxine","duloxetine","Open-angle glaucoma","CCAE",-0.191063080478627,0.554332899299069,0.826080476955741,0.278142340049162,2.44323444667667
"Doxepin","Nortriptyline","Open-angle glaucoma","CCAE",-1.10430272263702,1.28886676499466,0.331441908627915,0.0268909289209743,4.20510227953341
"venlafaxine","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"duloxetine","Trazodone","Open-angle glaucoma","CCAE",-0.310023718756176,0.51142537375535,0.733429559981076,0.214300156580799,1.59101627837433
"Amitriptyline","Mirtazapine","Open-angle glaucoma","CCAE",-1.25580699913729,0.785783367853844,0.284845885063389,0.0618878791131816,1.34686984755179
"Nortriptyline","Citalopram","Open-angle glaucoma","CCAE",0.551224082077406,0.657772216246213,1.73537596088535,0.488918363331429,6.44213468585776
"Trazodone","vilazodone","Open-angle glaucoma","CCAE",-0.444702860662904,0.956329055475353,0.641014718425456,0.0989065466980174,4.20032189821294
"Fluoxetine","vilazodone","Open-angle glaucoma","CCAE",-0.949239520386658,1.42969335199135,0.387035243978657,0.0231375825053435,6.28394471403645
"Trazodone","venlafaxine","Open-angle glaucoma","CCAE",0.184844225680733,0.40222304280743,1.20303102419193,0.551935163358073,2.67075354188985
"Amitriptyline","Citalopram","Open-angle glaucoma","CCAE",-0.00950309046358824,0.638409737364117,0.99054192120443,0.28503241308112,3.48116779286079
"duloxetine","Desvenlafaxine","Open-angle glaucoma","CCAE",0.187224116246608,0.543583754128548,1.2058975159923,0.415836745556405,3.50204340115387
"Escitalopram","Fluoxetine","Open-angle glaucoma","CCAE",0.749597789626606,0.426353467842271,2.11614870845948,0.921740487978837,4.90268650825605
"duloxetine","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Doxepin","Paroxetine","Open-angle glaucoma","CCAE",-0.0992112058793521,1.77507913548376,0.905551430038662,0.0284488942163427,29.9202755832147
"vilazodone","Nortriptyline","Open-angle glaucoma","CCAE",-0.0177771462507647,1.57754101228506,0.982379935017448,0.0458200942858691,22.2160409265444
"Amitriptyline","Escitalopram","Open-angle glaucoma","CCAE",-0.222480367776212,0.570521237392583,0.800530722794257,0.270029192005084,2.52736421675831
"vilazodone","Trazodone","Open-angle glaucoma","CCAE",0.430601316496555,0.938085815835888,1.53818217983432,0.24747525643569,9.78434980909696
"vilazodone","Amitriptyline","Open-angle glaucoma","CCAE",1.02032027376754,1.4170569908165,2.77408308774529,0.177784595453961,45.9511434286557
"Electroconvulsive therapy","Mirtazapine","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Sertraline","Citalopram","Open-angle glaucoma","CCAE",0.017258100309203,0.338504283613633,1.01740788172931,0.523886861250873,1.97473236420053
"Escitalopram","Nortriptyline","Open-angle glaucoma","CCAE",1.2160605363018,0.860673554544358,3.37387027954242,0.647298258357459,18.8937321472962
"Bupropion","vilazodone","Open-angle glaucoma","CCAE",-0.118399828659089,0.7214309606094,0.888340797488886,0.216399074551953,3.65949950821035
"Desvenlafaxine","Nortriptyline","Open-angle glaucoma","CCAE",0.746067465079437,1.14162690557475,2.10869118820732,0.233419236182617,20.4949003570285
"Nortriptyline","Psychotherapy","Open-angle glaucoma","CCAE",0.601614778630236,0.677241910129363,1.82506349576685,0.473142210745901,6.72868833630793
"duloxetine","Nortriptyline","Open-angle glaucoma","CCAE",0.0814279974732345,0.879549326034195,1.08483510390324,0.196556388449301,6.17781147558478
"Mirtazapine","Nortriptyline","Open-angle glaucoma","CCAE",0.391145078967469,0.807926931679103,1.4786730222077,0.306660039144841,7.279046418338
"Paroxetine","Bupropion","Open-angle glaucoma","CCAE",-0.422413807352035,1.27275600693418,0.655462747962027,0.0537034299513292,7.88398480804077
"Mirtazapine","Doxepin","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Mirtazapine","duloxetine","Open-angle glaucoma","CCAE",0.424927814142995,0.505832489727741,1.52948000885317,0.583569505636503,4.23860924969138
"Citalopram","Mirtazapine","Open-angle glaucoma","CCAE",-0.409513664039466,0.512804550563332,0.663973085615066,0.247919516203877,1.85059236197352
"Bupropion","Citalopram","Open-angle glaucoma","CCAE",0.0984280770463455,0.363621567618018,1.10343503923315,0.543712528364678,2.26151680487242
"Sertraline","Bupropion","Open-angle glaucoma","CCAE",0.195426326369778,0.319554871383018,1.21582921607037,0.653218832798552,2.28596668387781
"Electroconvulsive therapy","Sertraline","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Electroconvulsive therapy","Trazodone","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Fluoxetine","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"vilazodone","duloxetine","Open-angle glaucoma","CCAE",0.187772939998785,0.735056722180603,1.20655952283769,0.287922536506555,5.13615938415958
"Citalopram","duloxetine","Open-angle glaucoma","CCAE",0.297742337762309,0.404312319910428,1.34681471987384,0.615394213574423,3.00231288175499
"Nortriptyline","Trazodone","Open-angle glaucoma","CCAE",0.157020358831104,0.700174897466495,1.17001943388648,0.298767552597393,4.64850535932696
"vilazodone","Bupropion","Open-angle glaucoma","CCAE",0.112072572642972,0.709690175678292,1.1185940370251,0.281630883778519,4.54840390276261
"Paroxetine","vilazodone","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Sertraline","Fluoxetine","Open-angle glaucoma","CCAE",0.479945692143874,0.412879647349241,1.61598663903991,0.720825057342779,3.63678361021218
"duloxetine","Bupropion","Open-angle glaucoma","CCAE",-0.016062861176982,0.401167346922258,0.984065458598009,0.452828435968607,2.18213804268394
"Amitriptyline","Paroxetine","Open-angle glaucoma","CCAE",0.129865389609599,1.18079825144909,1.13867509550864,0.112590468929406,11.5264671171592
"Bupropion","Amitriptyline","Open-angle glaucoma","CCAE",0.27483637296813,0.652381592976843,1.31631527248423,0.372251607990788,4.80234127705848
"Electroconvulsive therapy","Doxepin","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Fluoxetine","Trazodone","Open-angle glaucoma","CCAE",-1.03567954786684,0.552772263413107,0.354985069596136,0.120798387759972,1.05463540124054
"Citalopram","Fluoxetine","Open-angle glaucoma","CCAE",0.393787037734177,0.440756150014719,1.48258478043847,0.626012703312304,3.52312276238046
"Doxepin","Desvenlafaxine","Open-angle glaucoma","CCAE",-1.26344281533452,1.27861555104634,0.282679137212477,0.0237935381032166,3.57419371630747
"Desvenlafaxine","venlafaxine","Open-angle glaucoma","CCAE",0.0196368543330542,0.669588688447083,1.01983092559198,0.275742455901569,3.80551544733259
"Amitriptyline","Desvenlafaxine","Open-angle glaucoma","CCAE",-0.725695899513603,0.932749573337787,0.483987644969616,0.0786974112399279,3.047026272999
"Nortriptyline","Escitalopram","Open-angle glaucoma","CCAE",-1.16923236675841,0.806409881259367,0.31060528071363,0.064104802183249,1.51260396732067
"Psychotherapy","Bupropion","Open-angle glaucoma","CCAE",0.0951498634953586,0.44551213175978,1.09982366619511,0.464265403234892,2.66199692626347
"Fluoxetine","Escitalopram","Open-angle glaucoma","CCAE",-0.755854029784797,0.514220650732666,0.469609383022689,0.148410082035461,1.11397187995174
"Citalopram","Psychotherapy","Open-angle glaucoma","CCAE",0.535676141341101,0.455851075721391,1.70860310898116,0.713246215694499,4.25874615366439
"duloxetine","Citalopram","Open-angle glaucoma","CCAE",-0.290020741370294,0.391722818168926,0.748248047727785,0.349586473774024,1.62339706034235
"Escitalopram","Mirtazapine","Open-angle glaucoma","CCAE",-0.0392170564850441,0.462728018544087,0.961541977572041,0.399433745051408,2.45015951294344
"Amitriptyline","Fluoxetine","Open-angle glaucoma","CCAE",-0.277943573680003,0.71720863930785,0.757339554192732,0.188704020415935,3.13876899710735
"Psychotherapy","Paroxetine","Open-angle glaucoma","CCAE",-1.32967359286721,1.21619568296888,0.264563602654824,0.0243369939337887,2.86234658121856
"Psychotherapy","Mirtazapine","Open-angle glaucoma","CCAE",-1.11813776355559,0.566607334062933,0.326887970855874,0.107567242316246,0.991457515388909
"Nortriptyline","vilazodone","Open-angle glaucoma","CCAE",0.0149726792791495,1.57094493176284,1.0150853313739,0.0482294097848155,22.7873303114456
"Amitriptyline","Trazodone","Open-angle glaucoma","CCAE",-0.455038821295847,0.583407580049152,0.634423338334045,0.20289194369745,1.99737526607629
"Mirtazapine","Psychotherapy","Open-angle glaucoma","CCAE",1.12960680315789,0.581841454776504,3.09443953703331,1.01233322810544,9.90494755759894
"Paroxetine","Sertraline","Open-angle glaucoma","CCAE",0.142515146601316,0.886978738812411,1.15317054743962,0.202325624133836,6.54705864825181
"vilazodone","Paroxetine","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Psychotherapy","Nortriptyline","Open-angle glaucoma","CCAE",-0.640782663080916,0.704425206984542,0.526879893187297,0.130909036873559,2.07102467940148
"venlafaxine","Escitalopram","Open-angle glaucoma","CCAE",-0.27977214282879,0.304274169712349,0.755955971822317,0.417436538465561,1.37590277347621
"Electroconvulsive therapy","Citalopram","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Nortriptyline","Doxepin","Open-angle glaucoma","CCAE",1.10960086220797,1.31239828528018,3.03314750899705,0.234271567534514,40.1744994990313
"Bupropion","Fluoxetine","Open-angle glaucoma","CCAE",0.438155090588566,0.431856619611234,1.549845255194,0.667847815750749,3.6297068582523
"Doxepin","Trazodone","Open-angle glaucoma","CCAE",-0.670236949993516,1.15604732118286,0.511587342806235,0.0562299791346689,5.22428005654195
"Electroconvulsive therapy","Bupropion","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Paroxetine","Desvenlafaxine","Open-angle glaucoma","CCAE",0.575532736708921,0.910410663657285,1.77807752180934,0.299379367609602,10.6195909910486
"Escitalopram","Bupropion","Open-angle glaucoma","CCAE",0.120773337450555,0.320199761543862,1.12836912435722,0.605785291576765,2.12533692116801
"Nortriptyline","Desvenlafaxine","Open-angle glaucoma","CCAE",-0.662392931930113,1.01892737090862,0.515616023027857,0.0716263845264135,3.88774821802798
"Paroxetine","Mirtazapine","Open-angle glaucoma","CCAE",-0.150036161100214,1.16233976090067,0.860676852840402,0.0889935961722906,8.47480185768778
"venlafaxine","duloxetine","Open-angle glaucoma","CCAE",0.106102852912568,0.418692948258339,1.11193623650582,0.469761214217147,2.42471848767898
"Escitalopram","Amitriptyline","Open-angle glaucoma","CCAE",0.223397457302258,0.561813571796806,1.25031742278113,0.414908284210729,3.75305790272295
"Desvenlafaxine","Paroxetine","Open-angle glaucoma","CCAE",-0.551733446906038,0.877507004866553,0.575950564836506,0.103145406506566,3.21603321339856
"Psychotherapy","Amitriptyline","Open-angle glaucoma","CCAE",-0.558904740732692,0.611337422601545,0.57183502860384,0.166312470503713,1.82670126682017
"Citalopram","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Mirtazapine","Trazodone","Open-angle glaucoma","CCAE",0.0752978248272412,0.455436146132209,1.07820521935436,0.444567592386254,2.6501698058542
"venlafaxine","Sertraline","Open-angle glaucoma","CCAE",-0.0937713473613121,0.314477373713556,0.910490924593834,0.493000205517852,1.69127547767598
"Amitriptyline","duloxetine","Open-angle glaucoma","CCAE",-0.00232198878667148,0.671965565358971,0.99768070494395,0.27133022407747,3.77967472001274
"Amitriptyline","vilazodone","Open-angle glaucoma","CCAE",-1.00301474611159,1.3736640673769,0.366772048149771,0.0251225294808905,5.47763780899069
"venlafaxine","vilazodone","Open-angle glaucoma","CCAE",0.128686106190408,0.846746206891848,1.13733306632058,0.198184665586935,5.47738671639435
"Trazodone","Mirtazapine","Open-angle glaucoma","CCAE",-0.0761883123529728,0.457740012719969,0.926641692050886,0.379454726726255,2.28253779512149
"Sertraline","Escitalopram","Open-angle glaucoma","CCAE",-0.138554630313929,0.300977045835026,0.870615687961584,0.483777177268217,1.5740902466302
"Doxepin","Bupropion","Open-angle glaucoma","CCAE",-0.778091340359652,1.22988785094537,0.459281787871718,0.043922881644985,5.45074290944009
"Doxepin","Mirtazapine","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Mirtazapine","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Nortriptyline","Bupropion","Open-angle glaucoma","CCAE",0.103788394768667,0.675115086683405,1.10936568249505,0.300877991242293,4.24334583259668
"Mirtazapine","Citalopram","Open-angle glaucoma","CCAE",0.389977342647138,0.486468620683904,1.47694732978673,0.585422492913269,3.94126000334335
"venlafaxine","Mirtazapine","Open-angle glaucoma","CCAE",-0.501463189308638,0.453770234955278,0.605643839487135,0.252530511932021,1.49559397750605
"Bupropion","Sertraline","Open-angle glaucoma","CCAE",-0.194774059668707,0.318391523698875,0.823020590595298,0.44204990496457,1.53993366796355
"Amitriptyline","venlafaxine","Open-angle glaucoma","CCAE",-0.587735387612567,0.618121666184983,0.55558404366903,0.167109883679596,1.88492627878056
"Bupropion","Mirtazapine","Open-angle glaucoma","CCAE",-0.51656189772677,0.471766347580059,0.596568088227138,0.24077994781287,1.53023031771987
"Sertraline","Desvenlafaxine","Open-angle glaucoma","CCAE",0.170387388928208,0.530921070440399,1.18576411424726,0.420115607713939,3.36674702691254
"Trazodone","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Electroconvulsive therapy","Amitriptyline","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"venlafaxine","Desvenlafaxine","Open-angle glaucoma","CCAE",-0.0198542081097631,0.649700329151466,0.980341588741847,0.273642271072631,3.49329314592074
"Fluoxetine","Psychotherapy","Open-angle glaucoma","CCAE",0.0208825000546798,0.459425055349179,1.02110206515164,0.421915156286467,2.55476971261824
"Paroxetine","Escitalopram","Open-angle glaucoma","CCAE",0.441989992460245,0.817395584077516,1.55580017062414,0.313849719374784,7.73140653088694
"Mirtazapine","Bupropion","Open-angle glaucoma","CCAE",0.508038033752127,0.464647347777524,1.66202715284576,0.680248084453533,4.20421005402853
"Paroxetine","Psychotherapy","Open-angle glaucoma","CCAE",1.37198577968897,1.26201431636569,3.94317319926454,0.35588051942123,50.0911823716539
"Nortriptyline","duloxetine","Open-angle glaucoma","CCAE",-0.0778394734957178,0.84576695363455,0.925112919767748,0.174151932748397,4.79473457767901
"Psychotherapy","Sertraline","Open-angle glaucoma","CCAE",-0.703448838237338,0.382447184967133,0.494875611328622,0.235292892645205,1.05362987672024
"Fluoxetine","Paroxetine","Open-angle glaucoma","CCAE",-0.0533913500874873,0.947180035574215,0.948008936496488,0.148105546624017,6.06811131963193
"Trazodone","Fluoxetine","Open-angle glaucoma","CCAE",0.997644491402396,0.538197128131157,2.71188642740951,0.952607672090563,7.85493375849268
"Mirtazapine","venlafaxine","Open-angle glaucoma","CCAE",0.485445121366819,0.448642738806558,1.62489812476935,0.688113601621613,3.99421028538436
"Desvenlafaxine","Sertraline","Open-angle glaucoma","CCAE",-0.176229359228315,0.545772557918369,0.838425660619903,0.287711647198442,2.44389380517708
"Bupropion","Doxepin","Open-angle glaucoma","CCAE",0.814093423394422,1.27469769656636,2.25712848464371,0.201159520024157,29.7570506089363
"Paroxetine","Amitriptyline","Open-angle glaucoma","CCAE",-0.134040646623381,1.26976407228717,0.874554516192832,0.0742586027642533,10.7744981039544
"Citalopram","Amitriptyline","Open-angle glaucoma","CCAE",0.0195104885046523,0.643224655999862,1.01970206195439,0.292251861884699,3.63734860738465
"vilazodone","Mirtazapine","Open-angle glaucoma","CCAE",-0.333528082312458,0.924999456404593,0.716391780419663,0.117294704414507,4.40555203023776
"duloxetine","Escitalopram","Open-angle glaucoma","CCAE",-0.325870966092832,0.335027654882027,0.72189833078446,0.376154729535152,1.39868088754435
"Amitriptyline","Doxepin","Open-angle glaucoma","CCAE",0.292905619968329,1.36050536608765,1.34031628536854,0.0997217580802064,20.649924150373
"vilazodone","Citalopram","Open-angle glaucoma","CCAE",0.599554009234276,0.823063478367411,1.82130633342133,0.368390705230127,9.27885674993344
"venlafaxine","Citalopram","Open-angle glaucoma","CCAE",-0.086188304749694,0.383264662956039,0.917421460135439,0.433916059410934,1.94929096117101
"Mirtazapine","Sertraline","Open-angle glaucoma","CCAE",0.223321927018331,0.419915418877862,1.25022298951752,0.561599831606798,2.91267664877155
"Escitalopram","Desvenlafaxine","Open-angle glaucoma","CCAE",0.469629215419171,0.529721432080151,1.59940105001207,0.565204952810592,4.50822268257304
"Citalopram","Nortriptyline","Open-angle glaucoma","CCAE",-0.585116549315898,0.68583756085779,0.557040935288741,0.147975999333728,2.17652300574718
"Amitriptyline","Electroconvulsive therapy","Open-angle glaucoma","CCAE",NA,NA,NA,NA,NA
"Desvenlafaxine","Bupropion","Open-angle glaucoma","CCAE",0.404081439950381,0.527968527010682,1.49792593300446,0.538915001866811,4.26909208997851
"Doxepin","vilazodone","Open-angle glaucoma","CCAE",0.283485499078703,1.85240622391388,1.32774962658143,0.0362119913585114,51.5696852769961
"Desvenlafaxine","Amitriptyline","Open-angle glaucoma","CCAE",0.803113448164375,1.02322322176848,2.23248083272103,0.303383505946412,16.7467422702085
"Escitalopram","Doxepin","Open-angle glaucoma","CCAE",1.02338697117056,1.27031002824071,2.78260341910771,0.252430119977659,36.7046330402001
